"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Azerbaijan","AZE","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27522700416419","1.21835403307751","6.63947348002657","2.27690111499043","5.30126873266711","6.35108840555378","5.83286216726765","6.07580085087922","7.18526651152393","5.67398875900182","2.90572307824734","2.01461581077507","1.1904970195509","1.02031268678293","1.56248599580338","1.43303337542673","2.93554038134711","3.41117643403872","5.25721531216736","5.47126343356625","8.96023720795144","9.53685764011544","10.5684138125178","9.89261548458163","8.57623437651063","",
"Burundi","BDI","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","20.4255256071713","24.5040938448765","41.3257336406696","33.2860705471978","36.4303653576602","43.4141946631594","30.6126873308893","36.5351141504166","36.1977417325758","39.4792352718459","27.6470881017156","53.9558789502707","30.3269959674927","42.3423822998088","48.695124637948","40.8569047892913","50.7753151468144","60.0962310030527","64.2004781181364","134.802812608067","40.5188797225617","20.425639728071","18.5137412133711","11.9807446609147","16.5941477300088","2.40563702301048","4.20705572765574","8.91254534443818","13.7587539898513","13.8641281053951","13.9184942516758","16.0191368282633","12.3430789801158","9.71018170586999","","",
"Belgium","BEL","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","5.23610823810614","4.12194499659127","3.58739534409588","2.35549610905091","3.08331292396031","3.57833842501539","8.36518925768573","4.85855132424344","12.9162005537845","17.5849474230499","16.3673038596937","14.3667417104295","16.1533733419757","8.85952058029358","9.15071469370717","8.8117799504373","9.8645368917304","5.565957088455","5.12951663389197","5.44876324799401","7.08244589907343","7.51264399069305","6.36957937575873","9.16221082782175","9.96901854342775","10.9949777409848","13.6111692224115","8.64593891119482","8.95219901210175","5.22872774205253","5.08060049607305","6.07335600317587","4.30029608916065","2.64979192187067","1.79178739490092","3.19010979107683","2.56435339265258","2.84035375119619","2.98684395317564","3.18119856206766","2.49504023918935","2.75957355416551","2.98886378557894","3.03114425514082","5.85223387369348","","",
"Burkina Faso","BFA","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","4.46800012455687","5.50060228011755","4.39564158497857","4.62399811532452","5.2612938953833","5.07492841907038","9.83935846532458","9.39119156153423","10.7641967139982","11.5303122931049","12.359618994838","17.5923234870526","18.3162062785554","12.5293383498484","13.652657077141","15.1908728733985","9.35243711459737","13.1074600004362","10.3371883233537","12.1609644691216","15.5295362918575","","","","","","18.9513871070852","13.9391055829906","14.3221108279616","12.1225433859988","9.04879897179771","7.88279065297778","6.1379635354961","5.23545575767535","3.89723182501633","3.83178230298739","2.49080017167324","2.32861233803954","2.11546207020371","2.42672159844001","2.7745112733451","3.89722760183301","3.54624835305341","3.46406558473864","3.03013153284034","","",
"Bangladesh","BGD","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","28.7032048868339","25.0749045605749","20.1344305021822","23.3213103773275","22.0839100757631","18.9135698920473","21.6356254668249","21.9016286639059","23.7090099063126","25.5483055404215","38.5377686005028","37.276911375986","30.6518118661891","29.6446430571584","34.1612641943953","27.2172816542914","19.7131254179615","16.2729730238988","14.5404644566548","15.9859373552951","13.8064336502593","12.016104289555","10.4164807954076","10.9188916437236","10.6041930098808","9.64183503049119","10.1808558805175","8.25508370875054","7.08551876563458","7.6125239120769","5.46362041280535","7.03376106106037","5.31781131096202","6.0412536184725","5.08243215255821","5.62926552857404","5.84313717722571","5.92461780359757","5.87634917084482","4.65398848053981","4.63526201562755","5.4542264908716","6.44420242273907","12.8165870165076","",
"Bulgaria","BGR","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","0.71517661588569","1.71241286254184","2.98918996119017","4.11887846271476","10.2276729019097","15.6020981612774","17.1950418772688","22.1668120206615","26.8262247993346","19.4409848528996","6.57139759570662","8.75080052797081","6.57636222747676","13.0360475059698","16.4613816664501","19.7762521437892","20.1535173237113","21.9295489649398","20.7049394501661","17.5060875552869","17.5033154684573","16.671150553418","9.99472998819097","15.8986022663771","25.2721746611776","17.0257885029244","22.5556972703054","17.7103248682104","19.9754536692791","16.1292522371555","12.7656770403076","13.8987608144099","16.7220177310159","14.0009078955956","28.2718157474581","22.7772021557273","21.0915134683548","15.09430802591","12.847710397822","",
"Bahrain","BHR","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.20269787037546","14.2223186512456","13.8859454837965","7.988797365988","7.64334542077081","6.94859894214597","7.34013598738177","7.41855337842184","7.95692990707721","7.44150402775899","8.75896415680658","10.0224352919946","12.1701578693805","17.0951710655735","15.9978050713476","21.3142528672852","13.0171682377064","16.9204355915532","12.0982416141929","11.2594655455202","11.0101865581974","",
"Belarus","BLR","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.643911029650596","4.27936016872443","3.44243308480364","2.30319834617997","2.42984323458767","2.82777507088515","4.20104365859357","5.50897245069626","4.30333652706038","4.37444657787643","3.88347019477098","2.53947150946513","3.95663835761126","3.44952121388529","4.05114755381533","3.79062022317131","6.77554138538221","5.90489716221158","6.88611444577094","9.52337098292322","10.3939712593559","12.1189252150858","14.8963571702265","20.318907338682","11.7755887758454","13.3189606058305","10.4687569004105","",
"Belize","BLZ","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","6.66603564280216","13.3886159359512","10.9905003457815","9.58401378263509","8.28931032945256","7.87976253694021","7.16531444248481","6.37087168416958","5.57235029320455","6.27418013176144","8.85357310421049","12.1959164025165","12.7702318629238","11.7182535356816","13.7692012522093","11.6105210872439","17.9276240138521","22.3443975625601","39.0260847758173","29.3899404255088","61.8540996738213","36.8493020363895","17.586848238792","78.9539216819878","16.8944537529779","17.1280241071382","15.2416325623899","13.8433080663604","14.880700781348","12.7512494955135","8.4376667779985","9.4063731609944","10.4917684199271","10.0634347639991","10.5260465943405","9.14342049580613","",
"Bermuda","BMU","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","22.5682258566489","24.839735578707","53.4587259206799","34.1088338790932","35.4603255426987","36.2105409162099","59.7487753375436","51.8604090322581","63.8808998113208","50.2984650257662","37.4474980122771","34.3352753601441","54.9306768214804","33.502501347255","39.3681213962833","35.7221494744665","37.2499691159732","37.8942438582938","29.5346165610935","29.9618713255685","31.2218951793847","31.8516318351366","29.6171221502765","28.9129850739151","39.8483357768205","33.5362043563366","29.1213967923535","21.4167501196285","19.7728741921166","15.6635210117697","9.69615044011637","13.9537069295701","12.9013089398039","10.3269265126858","9.47780511598144","4.82356789906339","5.24719551529489","4.25643928711591","6.97764397552778","9.89883952740801","9.21953909473769","9.97391783319641","9.55748131841165","10.3669229201101","",
"Brazil","BRA","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","43.8291052751786","38.3154353700257","42.8202912842339","58.4098097308303","63.1377316207356","63.6377355664876","66.5922874118783","82.1185150147003","54.9154356784849","45.5947727068366","39.3440559944044","46.4818301742867","41.8498559679777","45.9339243641203","36.5420809949249","22.6383320676081","23.4250892533899","21.2407373813995","25.1582593726477","31.2418390594001","38.5656818553246","43.6947788680517","59.8465348008431","80.7559155534618","116.563894236312","87.0046232489443","71.737227000055","72.04845901011","67.9217723764045","48.3562270957065","46.1865309932005","38.2485470826774","28.0520816048806","23.4712996136146","23.4889425989956","18.3752189034516","18.7304465826475","15.6603007623962","28.0022486784635","22.8977520770946","39.7320404043592","50.989942869944","34.605473882271","33.1458787794675","53.1280205603174","",
"Barbados","BRB","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79220345990346","4.84585842175085","11.8507099824423","12.6844892415372","14.4166531632125","11.2068085183067","18.3195541196345","11.3185189135583","12.2176296970349","17.2355189434556","16.5847794392432","11.0524403566625","10.718740205243","7.51326635700829","",
"Botswana","BWA","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","3.21267609453193","1.55385998635416","1.88939189413608","2.46041706277694","1.61159176572601","1.8915149824708","1.61377216643033","2.24575311504959","3.00621053383741","3.71196307407225","5.35026134553233","4.25468981529176","3.87123100133636","4.24315937746044","3.33935073620598","4.34867811288354","3.44590351067306","3.90557679331318","3.61810450436507","4.01075939127781","3.14754208731447","5.24355818356146","2.82522894354337","2.59547903596038","2.16511403115264","2.03367894471784","1.71249987486347","1.95418034201057","1.23110286139678","1.03472914476309","0.934226683941737","0.966998659269545","0.722585323891853","1.17748554603759","1.04367175372577","1.41240605142072","1.05501808033584","0.790380201372042","2.14707773362741","0.66424359974335","3.32939797192013","1.99889622519892","2.46607220511935","2.43573952876236","3.17329627634523","",
"Central African Republic","CAF","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","3.31410558704773","3.57830918503977","2.3488769006388","4.86435649845548","6.08703033060319","5.05449204028749","12.8464186350247","16.2719615074972","14.219964668561","15.085096097213","14.0650055097991","13.7825686783995","15.6681911077102","13.2128917242439","8.31971248842345","9.25605789781241","4.963946745758","12.9319540607313","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","8.5924549828137","10.8809215876289","7.95929531402312","8.37267846293985","9.70164668252778","9.59381344259845","9.63398329984593","11.364784641873","11.6854750368432","11.9296641244236","10.2103523871014","11.1433393326538","8.91539620759218","9.8847479020214","8.80315326448636","12.6135559255486","12.5455173826796","16.801645359197","13.1353517355584","11.4701438574509","12.1477507881095","8.1204558336828","3.7267261912107","3.38500640767235","2.63332835379313","2.37878066388935","2.07494387260396","2.93866600782635","2.98355828743565","2.91674348513287","3.0843881126822","3.03960039525814","3.01978813140049","4.90399015520467","6.92121458759239","7.59278591631209","8.31413555789883","9.5782885043246","",
"Cote d'Ivoire","CIV","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","9.4626890164906","11.2640732102037","10.9273005159039","15.3168722559379","20.1109525230302","38.6592082592517","52.5753595331448","54.1455783762475","49.9373474621862","37.5499797300389","34.8250457513465","35.4480006362557","38.4021319894533","32.3872219835605","33.2268253706489","35.4378972766329","37.8615385765701","32.0780882505304","33.2230357217075","35.1718468734809","23.1122129683289","26.525825207323","22.4704914586416","25.6678561724672","26.8200612173871","22.6612069237762","13.287221065252","13.8458959267825","8.62101619491628","4.97820625189391","3.52157317802513","2.83669585104366","4.3891947274374","8.96476373110329","8.98404199475531","5.85982232933711","5.26743616922703","5.40938581689441","7.98415287494148","7.15812530988955","6.35864533484013","12.9730963153988","17.0966109352554","12.3486985758562","","",
"Cameroon","CMR","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","6.91436612444833","9.55953805088772","10.3552488224416","13.3339277900784","16.5895443998648","21.5089957736385","19.0424054121716","20.4104700574917","30.225621173233","26.1149240414778","30.7826006615631","29.1029226032182","17.2863327482109","20.5241414113468","17.643114383408","16.5118432448002","24.5658367001735","21.3004637234618","21.0065535902112","20.0849758907834","20.2705683454671","21.1530501025763","24.8026960756855","20.7309298628372","11.9267077713715","11.5080683034077","13.4592567046194","15.6190565746069","19.1246978737178","15.2403023943066","7.59409978212114","5.90080503018805","7.35924773979527","3.55976575797028","4.31805342666291","3.1267754734045","3.34544911986735","6.05474685897645","7.35707247061288","14.3759169802116","10.6894898947636","14.1133219766383","","",
"Congo, Dem. Rep.","COD","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.89864165850118","9.17974532057174","7.62714492027474","7.67451300707639","12.3743071469615","3.07812138354198","2.46050899368734","3.08370369038504","3.32654569380517","3.22302473212737","3.74273314707913","4.02297679479618","3.39294349302154","2.3297474405746","8.39229471250509","",
"Congo, Rep.","COG","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","5.37188764241174","13.3479779455193","10.5763387031797","20.5402946103528","19.985768842686","28.6660045818237","26.6467035144898","34.4037306756921","46.2358502948866","45.034354595506","46.0683298677323","27.9267706075822","34.5722515693917","26.2641798870703","14.7163179642422","13.3399049219424","54.1297962877752","13.4930164100417","20.7447965838634","7.68305567685197","3.06921333448808","1.53932234853478","1.70455443016061","4.2448807698964","1.21276034021774","2.28588431897534","5.82557158277507","2.2548349297852","1.38018147052069","1.83731054975276","2.01364910596801","2.84539945641575","1.56483004874017","1.18073531768035","1.64914498035562","4.58996886664867","4.82742823629455","7.44982481824417","6.46420990691189","","","","",
"Colombia","COL","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","28.4917648971088","27.8592738369422","27.4089102249404","23.0830133313403","22.0296775513082","15.1189200138196","13.6947574612536","11.3035155776614","12.1011284009442","14.8512402504236","16.5951915654518","22.8344768271211","30.4595096171731","39.547410828662","30.9148483502252","43.060907207539","34.0750926882371","40.0823735865699","47.5970962557078","51.7137633631226","43.1068068269444","39.8085939191183","41.3843176422655","35.4184059117378","49.1849052017204","33.7474413243206","39.1651319875062","30.0029458893106","31.6760492770549","44.6718937206518","30.5699586809828","39.7023640860998","45.8181534836574","53.1012926120836","37.9514596825318","39.8049584900234","32.6886833469747","23.5819782268878","17.7057813592671","21.9810228656781","20.5642831169362","15.3759227657492","21.3887148201681","14.199040386213","22.0621150996139","28.2017029532408","33.8348989037122","41.6486964386969","40.5904547356447","32.3238557779384","",
"Comoros","COM","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","2.8721437879636","4.34509094526453","3.75423117545642","6.44261946718508","26.0089322811629","10.6547009433367","7.58896284235649","5.85430527325105","2.57924419456688","3.83270008060582","2.90797353420068","15.6886631698652","11.0277646365878","3.88072814312992","6.61009032422018","1.95986644101205","","","","","","","","4.75491300739627","5.52366729300518","6.76889427698764","5.91102020596234","34.03397777155","15.4594428577931","14.6104456844715","4.73668498079385","3.80520271470168","13.1986815735188","0.541588419712518","0.591865638475941","7.24707079946107","5.54648763813543","2.98082051223683","3.82216841918927","3.10008683935656","",
"Cabo Verde","CPV","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","1.15617189282861","4.40199138801318","7.75342137222972","16.2354309875102","15.6549608316589","12.6165472007178","16.2245299995626","17.0315060619644","11.4585721185379","9.07829513504885","14.735690214335","18.8518714271633","12.3545161542453","14.3335648386789","11.1542515925645","7.68825813034988","10.5286504654772","17.0078440259561","16.2808758891248","11.0784796322344","8.17406197555756","11.8701753444953","7.2694235159975","7.92735140030131","9.57361109861946","6.42939295654848","4.97784351300448","4.25007120802018","5.62593375520214","5.44163754809739","4.74452231715688","4.53406522726793","4.5762142446876","4.77824364903538","6.22653397691234","5.90718968888539","6.14104160448345","5.61087518348539","5.91187392638148","",
"Costa Rica","CRI","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","22.7742803425859","41.1786714146341","36.0796737334653","30.3999173641884","28.7250537730343","22.9091458719608","61.5319911052362","33.4797880337977","43.2422934892143","36.4931782807943","23.2899094082959","25.3649797323366","18.2499706180812","24.5314810604251","18.6112489417185","20.5754175256201","18.5911162893978","14.9325555219495","17.1943908316842","14.4258126596718","12.8085325067394","10.2115501079043","8.75934309698941","9.54253451545384","10.3270780359136","10.0422286789492","11.4394258397845","11.2001286219912","9.21708242397677","7.57922711911458","7.80833147225104","12.5067356835897","11.328778967295","7.80110052349462","11.2949185238754","14.8241438600905","20.4653624598733","20.4919419875029","15.8448028421587","14.8848622762542","14.9266807584513","16.1801843115907","14.4231395714969","",
"Caribbean small states","CSS","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69049079753788","4.7101091154467","3.6162191632017","4.66656510460862","5.04864328597201","5.41984567860677","3.13166938782578","2.2028007878572","4.3584812192874","6.90657138988178","5.21129602467968","5.256922343184","5.66876470684781","6.93197943444323","5.56439488857335","7.67772943064475","8.02203241094691","8.17776438614052","8.33850191378926","7.87984382290974","8.66684433922137","8.35266748755084","1.28110963649178","1.06144012856491","1.2383072069757","2.14239086181174","1.71623268694416","9.6793907662677","1.52366020526295","",
"Dominica","DMA","Total debt service (% of exports of goods, services and primary income)","DT.TDS.DECT.EX.ZS","","","","","","","","","","","","","","","","","","","","","","2.49033729508197","2.80667003058104","5.63379208747514","10.9861187165775","11.2036865284974","8.48861957508625","11.8690290845638","8.56943019360649","9.53867582879763","6.63343101152978","6.4364680379257","6.05473687382161","7.50149953347154","7.54434988868942","6.34211128352619","5.63630633855113","7.83911329035655","6.98634497487437","6.89451079909149","7.37643324726913","14.2086671404368","10.2497468038736","13.1917893607066","13.4662246638307","12.9118483670266","13.4219207763735","13.2812315332907","12.2667668861081","14.1761544317413","9.20229722063096","9.06001352170531","12.6013467213001","11.3114608490523","7.18354346827608","8.67071009892181","9.9933734143714","12.8992696939928","16.6881506938921","","",
