scalerank,featurecla,labelrank,countryname,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart,geometry
1,Admin-0 sovereignty,3,Angola,AGO,0,2,Sovereign country,Angola,AGO,0,Angola,AGO,0,Angola,AGO,0,Angola,Angola,AGO,Angola,NA,Ang.,AO,People's Republic of Angola,NA,NA,NA,Angola,NA,3,2,6,1,12799293,110300,NA,1970,NA,7. Least developed region,3. Upper middle income,NA,NA,AO,AGO,024,024,AO,AGO,NA,AGO,AGO,NA,NA,Africa,Africa,Middle Africa,Sub-Saharan Africa,6,6,4,NA,1,"list(list(c(14.1908203125001, 14.3986328125001, 14.65791015625, 14.7494140625, 15.08935546875, 15.4250000000001, 15.7269531250001, 16.0601562500001, 16.3152343750001, 16.4314453125, 16.537109375, 16.58515625, 16.6080078125, 16.6395507812501, 16.697265625, 16.7177734375, 16.7009765625, 16.7093750000001, 16.74296875, 16.8130859375001, 16.9194335937501, 16.9658203125, 16.9520507812501, 16.9847656250001, 17.0637695312501, 17.12158203125, 17.155078125, 17.2450195312501, 17.411328125, 17.53603515625, 17.57958984375, 
17.643359375, 17.77880859375, 17.9130859375, 18.0087890625, 18.04716796875, 18.1915039062501, 18.33486328125, 18.48466796875, 18.5626953125, 18.65341796875, 18.8983398437501, 18.9444335937501, 19.14267578125, 19.3408203125, 19.369921875, 19.3716796875001, 19.4193359375001, 19.4798828125001, 19.48740234375, 19.4837890625001, 19.52763671875, 19.6603515625001, 19.8751953125, 19.9974609375001, 20.1900390625001, 20.4822265625001, 20.5900390625, 20.59873046875, 20.5369140625, 20.53583984375, 20.5583984375, 
20.6078125000001, 20.9109375, 21.19033203125, 21.51083984375, 21.75107421875, 21.7816406250001, 21.8060546875001, 21.8416015625, 21.8335937500001, 21.7800781250001, 21.8008789062501, 21.8958984375001, 21.90537109375, 21.871875, 21.8294921875, 21.8131835937501, 21.856640625, 21.9486328125001, 22.0891601562501, 22.19775390625, 22.27451171875, 22.30244140625, 22.281640625, 22.283203125, 22.3070312500001, 22.2804687500001, 22.203515625, 22.1779296875, 22.21669921875, 22.226171875, 22.256640625, 22.27880859375, 
22.3149414062501, 22.3929687500001, 22.4861328125, 22.56103515625, 22.66650390625, 22.81474609375, 23.07626953125, 23.1567382812501, 23.4001953125, 23.46396484375, 23.5599609375001, 23.69638671875, 23.8338867187501, 23.901171875, 23.90732421875, 23.9287109375, 23.96650390625, 23.98828125, 24.0100585937501, 24.0255859375, 24.0414062500001, 24.0466796875001, 24.029296875, 24.0146484375, 23.9868164062501, 23.97099609375, 23.98388671875, 23.9734375000001, 23.9623046875, 23.9588867187501, 23.9964843750001, 
23.99130859375, 23.9447265625, 23.909375, 23.8865234375, 23.882421875, 23.96806640625, 23.96298828125, 23.8974609375001, 23.8431640625, 23.6358398437501, 23.3386718750001, 23.04150390625, 22.7443359375001, 22.4709960937501, 22.2095703125, 21.9789062500001, 21.97900390625, 21.9791015625, 21.9791015625, 21.9792968750001, 21.97939453125, 21.9794921875, 21.97958984375, 21.9796875000001, 21.97978515625, 21.97978515625, 22.0402343750001, 22.15068359375, 22.1939453125, 22.305078125, 22.45947265625, 22.5459960937501, 
22.72197265625, 22.9558593750001, 23.1816406250001, 23.3806640625, 23.0682617187501, 22.6240234375001, 22.32421875, 21.9608398437501, 21.71845703125, 21.4168945312501, 21.36875, 21.2878906250001, 21.1134765625001, 20.90830078125, 20.7455078125001, 20.6250976562501, 20.5076171875, 20.39296875, 20.1943359375001, 19.91181640625, 19.63935546875, 19.3771484375, 19.1894531250001, 19.07646484375, 18.9552734375, 18.8259765625001, 18.71806640625, 18.58818359375, 18.48662109375, 18.4603515625, 18.4282226562501, 
18.3963867187501, 18.1087890625001, 17.8353515625001, 17.6788085937501, 17.2962890625, 16.913671875, 16.5310546875001, 16.1484375, 15.7658203125001, 15.3832031250001, 15.0005859375, 14.6179687500001, 14.41474609375, 14.22587890625, 14.01748046875, 13.98740234375, 13.93798828125, 13.9041992187501, 13.7919921875, 13.6943359375, 13.56171875, 13.4759765625, 13.4037109375001, 13.2756835937501, 13.1794921875, 13.1011718750001, 12.96318359375, 12.8592773437501, 12.7851562500001, 12.6565429687501, 12.54814453125, 
12.3592773437501, 12.31845703125, 12.21337890625, 12.11435546875, 12.0139648437501, 11.9025390625, 11.74306640625, 11.780078125, 11.8189453125, 11.8199218750001, 11.79697265625, 11.7694335937501, 11.75087890625, 11.84970703125, 11.89990234375, 11.96787109375, 12.0161132812501, 12.0732421875001, 12.28046875, 12.37890625, 12.5037109375, 12.55048828125, 12.8976562500001, 12.983203125, 13.1626953125001, 13.4169921875, 13.59794921875, 13.685546875, 13.7853515625, 13.78427734375, 13.8474609375, 13.8335937500001, 
13.73896484375, 13.72138671875, 13.63349609375, 13.5394531250001, 13.4954101562501, 13.3322265625, 13.2875000000001, 13.2093750000001, 13.196875, 13.1556640625001, 13.0759765625001, 12.99853515625, 12.99853515625, 13.0467773437501, 13.0927734375, 13.0772460937501, 13.04658203125, 13.05380859375, 13.358984375, 13.3783203125, 13.3680664062501, 13.36640625, 13.3785156250001, 13.0908203125, 12.8623046875001, 12.8234375, 12.5212890625, 12.4021484375, 12.33427734375, 12.2833007812501, 12.3025390625001, 
12.38037109375, 12.553515625, 12.790625, 13.009765625, 13.0681640625001, 13.184375, 13.3026367187501, 13.346484375, 13.3714843750001, 13.6490234375, 13.76455078125, 13.978515625, 14.11376953125, 14.1908203125001, -5.8759765625, -5.89267578125002, -5.88886718749995, -5.88007812500004, -5.87451171874997, -5.86884765624997, -5.86386718750002, -5.86494140624997, -5.86562500000002, -5.90019531249996, -5.9658203125, -6.02529296874995, -6.05156249999997, -6.11455078125002, -6.16425781250003, -6.24140625000001, 
-6.34599609375, -6.47167968749994, -6.61845703125, -6.77255859374996, -6.93398437499998, -7.06210937499998, -7.15703124999995, -7.25742187499998, -7.3630859375, -7.41904296875003, -7.46132812500004, -7.62333984375, -7.88193359375002, -8.07587890625, -8.09902343750001, -8.09072265625001, -8.07138671874998, -8.06767578125002, -8.10761718749998, -8.10078125000001, -8.02382812499997, -8.00029296874997, -7.96855468749999, -7.93593750000001, -7.93603515625003, -7.99814453124998, -8.00146484375003, -8.00146484375003, 
-7.96660156250003, -7.70654296874999, -7.65507812499999, -7.55732421874997, -7.47216796875003, -7.39072265624995, -7.27949218750003, -7.14443359374995, -7.03710937500003, -6.98632812499999, -6.97646484375002, -6.9462890625, -6.91582031250002, -6.91992187499996, -6.93515624999995, -7.12177734374995, -7.18281249999995, -7.24443359374999, -7.27773437500002, -7.28144531249998, -7.28496093749999, -7.29667968749997, -7.30546874999999, -7.3146484375, -7.32861328125, -7.42099609374999, -7.60166015625002, 
-7.86542968750003, -8.11191406249998, -8.34111328124995, -8.69335937499994, -8.90351562500004, -9.16845703125001, -9.46875, -9.59423828124999, -9.7255859375, -9.86279296874999, -10.040625, -10.25908203125, -10.3966796875, -10.4533203125, -10.5515625, -10.69130859375, -10.783984375, -10.8294921875, -10.89228515625, -11.0126953124999, -11.12197265625, -11.163671875, -11.194140625, -11.1986328125, -11.15947265625, -11.08671875, -11.055859375, -11.059765625, -11.0802734375, -11.087890625, -11.0748046875, 
-10.97646484375, -10.9693359375, -10.97861328125, -11.0076171875, -11.013671875, -10.983203125, -10.94345703125, -10.89150390625, -10.87177734375, -11.00283203125, -11.184765625, -11.315625, -11.37412109375, -11.40537109375, -11.43916015625, -11.51767578125, -11.58720703125, -11.63583984375, -11.725, -11.8529296875, -11.987890625, -12.1177734375, -12.35068359375, -12.42216796875, -12.54375, -12.6361328125, -12.74326171875, -12.7990234375, -12.95693359375, -12.9884765625, -12.9982421875, -13.0009765625, 
-13.0009765625, -13.0009765625, -13.0009765625, -13.0009765625, -13.0009765625, -13.0009765625, -13.0009765625, -13.1568359375, -13.477734375, -13.79873046875, -14.11962890625, -14.44052734375, -14.76142578125, -15.08232421875, -15.40322265625, -15.72412109375, -15.95556640625, -16.26279296875, -16.59716796875, -16.628125, -16.68955078125, -16.81513671875, -16.91025390625, -17.07529296875, -17.2857421875, -17.4744140625, -17.640625, -17.698828125, -17.781640625, -17.8375, -17.90517578125, -17.94775390625, 
-18.00068359375, -17.99951171875, -17.96298828125, -17.95576171875, -18.0060546875, -18.0197265625, -17.9966796875, -17.9525390625, -17.88740234375, -17.863671875, -17.88134765625, -17.86865234375, -17.82548828125, -17.80849609375, -17.81767578125, -17.803515625, -17.7663085937501, -17.70322265625, -17.57001953125, -17.4427734375, -17.424609375, -17.40517578125, -17.3994140625, -17.39599609375, -17.3927734375, -17.392578125, -17.3919921875, -17.39140625, -17.3908203125, -17.390234375, -17.3896484375, 
-17.38916015625, -17.38857421875, -17.38798828125, -17.3876953125, -17.39775390625, -17.40888671875, -17.40419921875, -17.38876953125, -17.3607421875, -17.28837890625, -17.23349609375, -17.1412109375, -17.0400390625, -17.0078125, -16.98955078125, -16.9716796875, -16.96767578125, -17.0154296875, -17.06259765625, -17.108203125, -17.160546875, -17.2126953125, -17.205859375, -17.21337890625, -17.2099609375, -17.16455078125, -17.1685546875, -17.2265625, -17.24921875, -16.8712890625, -16.7041015625, -16.504296875, 
-15.98642578125, -15.91533203125, -15.83193359375, -15.768359375, -15.71982421875, -15.633984375, -15.513671875, -15.2482421875, -14.6375, -14.0390625, -13.75546875, -13.43779296875, -13.027734375, -12.77568359375, -12.6521484375, -12.52041015625, -12.2861328125, -12.123828125, -11.81279296875, -11.48798828125, -11.05439453125, -10.9296875, -10.75712890625, -10.63359375, -10.5123046875, -10.420703125, -10.25712890625, -9.99892578125001, -9.82675781250001, -9.70322265624998, -9.55068359374999, -9.38964843749996, 
-9.23037109375001, -9.048046875, -8.99101562500002, -8.92226562500004, -8.89970703124997, -8.93427734375, -8.97519531249999, -9.00683593749994, -8.68720703125003, -8.62470703125, -8.55478515624996, -8.46923828125003, -8.36972656250001, -7.78017578124998, -7.23183593749999, -6.95478515624995, -6.59033203124996, -6.35341796875001, -6.1873046875, -6.12431640624996, -6.09257812499999, -6.08427734374997, -6.04589843749997, -6.00390624999994, -5.90761718749997, -5.86484374999995, -5.85624999999997, -5.88183593749994, 
-5.86337890625001, -5.86181640624996, -5.86171875000002, -5.85517578125003, -5.8572265625, -5.86513671875001, -5.8759765625)), list(c(12.2552734375, 12.2136718750001, 12.1990234375, 12.15546875, 12.1800781250001, 12.2065429687501, 12.1771484375, 12.110546875, 12.03994140625, 12.0183593750001, 12.0775390625001, 12.16708984375, 12.204296875, 12.30791015625, 12.3466796875, 12.3740234375001, 12.3845703125001, 12.50146484375, 12.6416992187501, 12.71943359375, 12.7982421875001, 12.84814453125, 12.8810546875001, 
12.9713867187501, 13.0480468750001, 13.07275390625, 13.05732421875, 12.9474609375, 12.8296875, 12.6748046875001, 12.59619140625, 12.57353515625, 12.5027343750001, 12.45146484375, 12.45322265625, 12.4874023437501, 12.5223632812501, 12.5189453125, 12.5037109375, 12.4845703125, 12.38603515625, 12.2552734375, -5.74648437499999, -5.75869140624999, -5.73193359374996, -5.63271484374999, -5.53867187500002, -5.46826171874999, -5.32480468749998, -5.19716796874999, -5.03515625000003, -5.00429687499997, -4.9521484375, 
-4.83769531249995, -4.77861328124999, -4.76552734374999, -4.72412109374999, -4.65771484374996, -4.61914062500001, -4.58749999999996, -4.53115234375002, -4.46972656249994, -4.43056640624997, -4.42890624999998, -4.44511718749999, -4.55175781249996, -4.61923828125003, -4.634765625, -4.65107421875003, -4.69531249999999, -4.73662109374996, -4.90537109374996, -4.97841796875002, -4.99658203124999, -5.03691406250003, -5.07148437499997, -5.09062499999996, -5.11269531250002, -5.14892578125003, -5.42460937499997, 
-5.69580078124997, -5.71875000000003, -5.727734375, -5.74648437499999)))"
1,Admin-0 sovereignty,6,Burundi,BDI,0,2,Sovereign country,Burundi,BDI,0,Burundi,BDI,0,Burundi,BDI,0,Burundi,Burundi,BDI,Burundi,NA,Bur.,BI,Republic of Burundi,NA,NA,NA,Burundi,NA,2,2,5,8,8988091,3102,NA,2008,NA,7. Least developed region,5. Low income,NA,NA,BI,BDI,108,108,BI,BDI,NA,BDI,BDI,NA,NA,Africa,Africa,Eastern Africa,Sub-Saharan Africa,7,7,4,NA,1,"list(list(c(30.55361328125, 30.53369140625, 30.4419921875, 30.42421875, 30.434375, 30.47333984375, 30.45048828125, 30.44130859375, 30.4240234375, 30.43349609375, 30.45556640625, 30.5150390625, 30.604296875, 30.70947265625, 30.7802734375, 30.796875, 30.7935546875, 30.8111328125, 30.81142578125, 30.790234375, 30.6818359375, 30.62607421875, 30.6109375, 30.624609375, 30.63193359375, 30.5298828125, 30.425, 30.4, 30.3791015625, 30.3484375, 30.2685546875, 30.187109375, 30.14716796875, 29.947265625, 29.76953125, 
29.7177734375, 29.40322265625, 29.37919921875, 29.33134765625, 29.2232421875, 29.21181640625, 29.216796875, 29.2171875, 29.21005859375, 29.2123046875, 29.22607421875, 29.2244140625, 29.15322265625, 29.06474609375, 29.0166015625, 29.01416015625, 29.01435546875, 29.02861328125, 29.06318359375, 29.10205078125, 29.19755859375, 29.2970703125, 29.3498046875, 29.390234375, 29.463671875, 29.6513671875, 29.698046875, 29.7833984375, 29.8681640625, 29.892578125, 29.91240234375, 29.93017578125, 29.9734375, 30.09189453125, 
30.11728515625, 30.14228515625, 30.18330078125, 30.2337890625, 30.27099609375, 30.40849609375, 30.4822265625, 30.52890625, 30.55361328125, -2.40009765625001, -2.42626953125, -2.61347656250001, -2.6416015625, -2.65888671875001, -2.6943359375, -2.75322265625, -2.76904296875, -2.8240234375, -2.87451171875, -2.89316406250001, -2.91757812500001, -2.93525390625001, -2.97724609375001, -2.98486328125, -3.01513671875, -3.0693359375, -3.11640625000001, -3.20058593750001, -3.27460937500001, -3.309375, -3.34736328125001, 
-3.36640625000001, -3.388671875, -3.41865234375001, -3.49248046875, -3.5888671875, -3.65390625000001, -3.73076171875, -3.77978515625, -3.85048828125001, -3.99287109375001, -4.08535156250001, -4.30732421875001, -4.41806640625001, -4.455859375, -4.44931640625001, -4.29970703125001, -4.09541015625001, -3.91083984375001, -3.8337890625, -3.68496093750001, -3.47568359375001, -3.36328125, -3.28125, -3.138671875, -3.053515625, -2.95527343750001, -2.85078125000001, -2.799609375, -2.75830078125, -2.72021484375, 
-2.66455078125, -2.6025390625, -2.595703125, -2.62031250000001, -2.67304687500001, -2.79150390625, -2.80859375, -2.8083984375, -2.7927734375, -2.7947265625, -2.76640625, -2.71640625000001, -2.66464843750001, -2.5486328125, -2.33955078125001, -2.33710937500001, -2.41152343750001, -2.41660156250001, -2.41396484375001, -2.37705078125001, -2.34707031250001, -2.34785156250001, -2.31298828125, -2.37607421875001, -2.39560546875001, -2.40009765625001)))"
1,Admin-0 sovereignty,5,Benin,BEN,0,2,Sovereign country,Benin,BEN,0,Benin,BEN,0,Benin,BEN,0,Benin,Benin,BEN,Benin,NA,Benin,BJ,Republic of Benin,NA,NA,NA,Benin,NA,1,2,2,12,8791832,12830,NA,2002,NA,7. Least developed region,5. Low income,NA,NA,BJ,BEN,204,204,BJ,BEN,NA,BEN,BEN,NA,NA,Africa,Africa,Western Africa,Sub-Saharan Africa,5,5,5,NA,1,"list(list(c(3.59541015625001, 3.55390625000001, 3.49052734375002, 3.48779296875, 3.63886718750001, 3.65625, 3.6953125, 3.71640625000001, 3.73417968750002, 3.74492187500002, 3.7568359375, 3.82968750000001, 3.83447265625, 3.78378906250001, 3.77177734375002, 3.75849609375001, 3.68027343750001, 3.64658203125001, 3.60410156250001, 3.57792968750002, 3.57656250000002, 3.64589843750002, 3.60205078125, 3.55722656250001, 3.47675781250001, 3.40478515625, 3.3544921875, 3.3251953125, 3.32949218750002, 3.22343750000002, 
3.16464843750001, 3.13613281250002, 3.14804687500001, 3.11044921875001, 3.044921875, 2.89804687500001, 2.77480468750002, 2.73291015625, 2.73466796875002, 2.7236328125, 2.703125, 2.71152343750001, 2.70234375000001, 2.68603515625, 2.70771484375001, 2.72041015625001, 2.71933593750001, 2.7509765625, 2.78515625, 2.78398437500002, 2.76582031250001, 2.75048828125, 2.75058593750001, 2.75673828125002, 2.74775390625001, 2.72138671875001, 2.73173828125002, 2.7529296875, 2.77460937500001, 2.75371093750002, 2.73564453125002, 
2.7080078125, 2.70644531250002, 2.28691406250002, 1.81816406250002, 1.62265625000001, 1.61093750000001, 1.77792968750001, 1.7431640625, 1.63925781250001, 1.59853515625002, 1.57753906250002, 1.60292968750002, 1.5908203125, 1.58203125, 1.53095703125001, 1.62470703125001, 1.62470703125001, 1.62460937500001, 1.62460937500001, 1.62460937500001, 1.60664062500001, 1.60380859375002, 1.60019531250001, 1.56630859375002, 1.42431640625, 1.3857421875, 1.37890625, 1.34707031250002, 1.34511718750002, 1.34287109375001, 
1.330078125, 1.17617187500002, 0.958300781250017, 0.792187500000011, 0.779980468750011, 0.763378906250011, 0.787500000000023, 0.821875000000006, 0.874804687500017, 0.900488281250006, 0.924609375000017, 0.9580078125, 0.985058593750011, 1.01386718750001, 1.06230468750002, 1.08457031250001, 1.08154296875, 1.09755859375002, 1.13554687500002, 1.1455078125, 1.14580078125002, 1.1787109375, 1.23466796875002, 1.28046875000001, 1.3173828125, 1.36484375000001, 1.39150390625002, 1.39970703125002, 1.4267578125, 
1.50136718750002, 1.56142578125002, 1.60000000000002, 1.85761718750001, 1.98037109375002, 2.23085937500002, 2.28720703125001, 2.36328125, 2.38916015625, 2.41269531250001, 2.36328125, 2.36601562500002, 2.46933593750001, 2.59843750000002, 2.6484375, 2.68134765625001, 2.728515625, 2.80527343750001, 2.85019531250001, 2.87812500000001, 3.14960937500001, 3.26738281250002, 3.29912109375002, 3.35996093750001, 3.44980468750001, 3.53173828125, 3.59541015625001, 11.6962890625, 11.631884765625, 11.49921875, 
11.39541015625, 11.17685546875, 11.15458984375, 11.1203125, 11.07958984375, 10.971923828125, 10.850439453125, 10.76875, 10.653759765625, 10.607421875, 10.435888671875, 10.417626953125, 10.4126953125, 10.427783203125, 10.408984375, 10.35068359375, 10.29248046875, 10.268359375, 10.16015625, 10.004541015625, 9.90732421874999, 9.85190429687499, 9.838623046875, 9.81279296874999, 9.77846679687499, 9.66704101562499, 9.565625, 9.49467773437499, 9.451611328125, 9.32060546874999, 9.18828124999999, 9.08383789062499, 
9.06137695312499, 9.04853515625, 8.78251953124999, 8.614013671875, 8.44189453125, 8.371826171875, 8.27299804687499, 8.0498046875, 7.87373046875, 7.826611328125, 7.723095703125, 7.61625976562499, 7.54189453124999, 7.47685546874999, 7.44340820312499, 7.42250976562499, 7.39506835937499, 7.14321289062499, 7.06791992187499, 7.01982421874999, 6.98027343749999, 6.85283203124999, 6.77163085937499, 6.71171874999999, 6.66176757812499, 6.595703125, 6.427685546875, 6.36923828124999, 6.328076171875, 6.26064453124999, 
6.216796875, 6.25083007812499, 6.29462890625, 6.42626953125, 6.58154296875, 6.61020507812499, 6.68740234374999, 6.73808593749999, 6.77226562499999, 6.87700195312499, 6.992431640625, 6.997314453125, 7.36918945312499, 7.72587890624999, 8.030224609375, 8.27099609375, 8.55927734375, 8.77099609375, 9.050048828125, 9.13725585937499, 9.28500976562499, 9.36166992187499, 9.46298828124999, 9.56752929687499, 9.7501953125, 9.96293945312499, 9.99697265624999, 10.098388671875, 10.242041015625, 10.3515625, 10.3595703125, 
10.386669921875, 10.71025390625, 10.752587890625, 10.8857421875, 10.99326171875, 10.992822265625, 11.027783203125, 11.07900390625, 11.068115234375, 11.058203125, 11.0763671875, 11.116015625, 11.15634765625, 11.174365234375, 11.210400390625, 11.251904296875, 11.262744140625, 11.26103515625, 11.273974609375, 11.295263671875, 11.37890625, 11.4080078125, 11.4287109375, 11.447119140625, 11.45556640625, 11.44912109375, 11.400634765625, 11.443359375, 11.418408203125, 11.629150390625, 11.691259765625, 11.840087890625, 
11.8970703125, 11.99931640625, 12.188427734375, 12.221923828125, 12.26279296875, 12.2943359375, 12.29677734375, 12.31279296875, 12.35361328125, 12.383837890625, 12.373681640625, 12.367724609375, 12.11806640625, 11.99189453125, 11.9271484375, 11.88046875, 11.851953125, 11.787451171875, 11.6962890625)))"
